feature
NONMEVIPP-PWY: methylerythritol phosphate pathway I
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)
ORNDEG-PWY: superpathway of ornithine degradation
P101-PWY: ectoine biosynthesis
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)
P108-PWY: pyruvate fermentation to propanoate I
P122-PWY: heterolactic fermentation
P124-PWY: Bifidobacterium shunt
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis"
P161-PWY: acetylene degradation (anaerobic)
P164-PWY: purine nucleobases degradation I (anaerobic)
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)
P221-PWY: octane oxidation
P23-PWY: reductive TCA cycle I
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I"
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I
P42-PWY: incomplete reductive TCA cycle
P441-PWY: superpathway of N-acetylneuraminate degradation
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate"
P621-PWY: nylon-6 oligomer degradation
PANTO-PWY: phosphopantothenate biosynthesis I
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)
PENTOSE-P-PWY: pentose phosphate pathway
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)
PPGPPMET-PWY: ppGpp metabolism
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis"
PWY-1042: glycolysis IV
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis
PWY-1622: formaldehyde assimilation I (serine pathway)
PWY-181: photorespiration
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type"
PWY-2941: L-lysine biosynthesis II
PWY-2942: L-lysine biosynthesis III
PWY-3001: superpathway of L-isoleucine biosynthesis I
PWY-3781: aerobic respiration I (cytochrome c)
PWY-3841: folate transformations II (plants)
PWY-4041: &gamma;-glutamyl cycle
PWY-4722: creatinine degradation II
PWY-4984: urea cycle
PWY-5005: biotin biosynthesis II
PWY-5022: 4-aminobutanoate degradation V
PWY-5028: L-histidine degradation II
PWY-5030: L-histidine degradation III
PWY-5080: very long chain fatty acid biosynthesis I
PWY-5097: L-lysine biosynthesis VI
PWY-5100: pyruvate fermentation to acetate and lactate II
PWY-5103: L-isoleucine biosynthesis III
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)
PWY-5130: 2-oxobutanoate degradation I
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)
PWY-5180: toluene degradation I (aerobic) (via o-cresol)
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)
PWY-5189: tetrapyrrole biosynthesis II (from glycine)
PWY-5265: peptidoglycan biosynthesis II (staphylococci)
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)
PWY-5367: petroselinate biosynthesis
PWY-5384: sucrose degradation IV (sucrose phosphorylase)
PWY-5392: reductive TCA cycle II
PWY-5415: catechol degradation I (meta-cleavage pathway)
PWY-5417: catechol degradation III (ortho-cleavage pathway)
PWY-5419: catechol degradation to 2-hydroxypentadienoate II
PWY-5420: catechol degradation II (meta-cleavage pathway)
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate
PWY-5484: glycolysis II (from fructose 6-phosphate)
PWY-5499: vitamin B6 degradation
PWY-5505: L-glutamate and L-glutamine biosynthesis
"PWY-5531: 3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)"
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation
PWY-5659: GDP-mannose biosynthesis
PWY-5667: CDP-diacylglycerol biosynthesis I
PWY-5675: nitrate reduction V (assimilatory)
PWY-5676: acetyl-CoA fermentation to butanoate II
PWY-5686: UMP biosynthesis I
PWY-5690: TCA cycle II (plants and fungi)
PWY-5692: allantoin degradation to glyoxylate II
PWY-5695: inosine 5'-phosphate degradation
PWY-5705: allantoin degradation to glyoxylate III
PWY-5723: Rubisco shunt
PWY-5747: 2-methylcitrate cycle II
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis"
PWY-5838: superpathway of menaquinol-8 biosynthesis I
PWY-5840: superpathway of menaquinol-7 biosynthesis
PWY-5845: superpathway of menaquinol-9 biosynthesis
PWY-5850: superpathway of menaquinol-6 biosynthesis
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis
PWY-5873: ubiquinol-7 biosynthesis (late decarboxylation)
PWY-5896: superpathway of menaquinol-10 biosynthesis
PWY-5897: superpathway of menaquinol-11 biosynthesis
PWY-5898: superpathway of menaquinol-12 biosynthesis
PWY-5899: superpathway of menaquinol-13 biosynthesis
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)
PWY-5913: partial TCA cycle (obligate autotrophs)
PWY-5918: superpathway of heme b biosynthesis from glutamate
PWY-5920: superpathway of heme b biosynthesis from glycine
PWY-5941: glycogen degradation II
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)
PWY-5972: stearate biosynthesis I (animals)
PWY-5973: cis-vaccenate biosynthesis
PWY-5981: CDP-diacylglycerol biosynthesis III
PWY-5989: stearate biosynthesis II (bacteria and plants)
"PWY-6084: 3,5-dichlorocatechol degradation"
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II
PWY-6123: inosine-5'-phosphate biosynthesis I
PWY-6124: inosine-5'-phosphate biosynthesis II
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I
PWY-6151: S-adenosyl-L-methionine salvage I
PWY-6163: chorismate biosynthesis from 3-dehydroquinate
PWY-6182: superpathway of salicylate degradation
PWY-6185: 4-methylcatechol degradation (ortho cleavage)
PWY-6215: 4-chlorobenzoate degradation
PWY-621: sucrose degradation III (sucrose invertase)
PWY-6270: isoprene biosynthesis I
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)
PWY-6305: superpathway of putrescine biosynthesis
"PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)"
PWY-6313: serotonin degradation
PWY-6317: D-galactose degradation I (Leloir pathway)
PWY-6328: L-lysine degradation X
PWY-6342: noradrenaline and adrenaline degradation
PWY-6353: purine nucleotides degradation II (aerobic)
"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis"
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation
PWY-6519: 8-amino-7-oxononanoate biosynthesis I
PWY-6527: stachyose degradation
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III
PWY-6549: L-glutamine biosynthesis III
PWY-6595: superpathway of guanosine nucleotides degradation (plants)
PWY-6606: guanosine nucleotides degradation II
PWY-6607: guanosine nucleotides degradation I
PWY-6608: guanosine nucleotides degradation III
PWY-6609: adenine and adenosine salvage III
PWY-6612: superpathway of tetrahydrofolate biosynthesis
PWY-6628: superpathway of L-phenylalanine biosynthesis
PWY-6630: superpathway of L-tyrosine biosynthesis
PWY-6641: superpathway of sulfolactate degradation
PWY-6700: queuosine biosynthesis I (de novo)
PWY-6703: preQ0 biosynthesis
PWY-6731: starch degradation III
PWY-6748: nitrate reduction VII (denitrification)
PWY-6763: salicortin biosynthesis
PWY-6803: phosphatidylcholine acyl editing
PWY-6823: molybdopterin biosynthesis
PWY-6859: all-trans-farnesol biosynthesis
PWY-6876: isopropanol biosynthesis (engineered)
PWY-6895: superpathway of thiamine diphosphate biosynthesis II
PWY-6897: thiamine diphosphate salvage II
PWY-6901: superpathway of glucose and xylose degradation
PWY-6922: L-N&delta;-acetylornithine biosynthesis
PWY-6936: seleno-amino acid biosynthesis (plants)
PWY-6948: sitosterol degradation to androstenedione
PWY-6969: TCA cycle V (2-oxoglutarate synthase)
"PWY-6992: 1,5-anhydrofructose degradation"
"PWY-7009: 2,2'-dihydroxybiphenyl degradation"
"PWY-7013: (S)-propane-1,2-diol degradation"
PWY-702: L-methionine biosynthesis II
"PWY-7039: phosphatidate metabolism, as a signaling molecule"
PWY-7094: fatty acid salvage
PWY-7111: pyruvate fermentation to isobutanol (engineered)
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type"
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type"
PWY-7118: chitin deacetylation
"PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)"
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV
PWY-7199: pyrimidine deoxyribonucleosides salvage
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)
PWY-7208: superpathway of pyrimidine nucleobases salvage
PWY-7209: superpathway of pyrimidine ribonucleosides degradation
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II
PWY-7221: guanosine ribonucleotides de novo biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I
PWY-7234: inosine-5'-phosphate biosynthesis III
"PWY-7237: myo-, chiro- and scyllo-inositol degradation"
PWY-7238: sucrose biosynthesis II
PWY-7242: D-fructuronate degradation
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"
PWY-7254: TCA cycle VII (acetate-producers)
PWY-7255: ergothioneine biosynthesis I (bacteria)
PWY-7279: aerobic respiration II (cytochrome c) (yeast)
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II
PWY-7295: L-arabinose degradation IV
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis
PWY-7345: superpathway of anaerobic sucrose degradation
PWY-7356: thiamine diphosphate salvage IV (yeast)
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)
"PWY-7376: cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)"
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"
PWY-7391: isoprene biosynthesis II (engineered)
PWY-7392: taxadiene biosynthesis (engineered)
PWY-7400: L-arginine biosynthesis IV (archaebacteria)
PWY-7431: aromatic biogenic amine degradation (bacteria)
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)
PWY-7560: methylerythritol phosphate pathway II
PWY-7663: gondoate biosynthesis (anaerobic)
PWY-7664: oleate biosynthesis IV (anaerobic)
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis
PWY-7761: NAD salvage pathway II (PNC IV cycle)
PWY-7790: UMP biosynthesis II
PWY-7791: UMP biosynthesis III
PWY-7807: glyphosate degradation III
PWY-7851: coenzyme A biosynthesis II (eukaryotic)
PWY-7854: crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered)
PWY-7858: (5Z)-dodecenoate biosynthesis II
PWY-7883: anhydromuropeptides recycling II
PWY-7942: 5-oxo-L-proline metabolism
PWY-7948: 4-oxopentanoate degradation
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)
PWY-7977: L-methionine biosynthesis IV
PWY-8004: Entner-Doudoroff pathway I
PWY-8011: L-serine biosynthesis II
PWY-8073: lipid IVA biosynthesis (P. putida)
PWY-8131: 5'-deoxyadenosine degradation II
PWY-8178: pentose phosphate pathway (non-oxidative branch) II
PWY-8181: 2-methyl-branched fatty acid &beta;-oxidation
PWY-8182: valproate &beta;-oxidation
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)
PWY-841: superpathway of purine nucleotides de novo biosynthesis I
PWY-922: mevalonate pathway I (eukaryotes and bacteria)
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)
PWY0-1061: superpathway of L-alanine biosynthesis
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis
PWY0-1261: anhydromuropeptides recycling I
PWY0-1296: purine ribonucleosides degradation
PWY0-1297: superpathway of purine deoxyribonucleosides degradation
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation
PWY0-1319: CDP-diacylglycerol biosynthesis II
PWY0-1337: oleate &beta;-oxidation
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III
PWY0-1477: ethanolamine utilization
PWY0-1479: tRNA processing
PWY0-1533: methylphosphonate degradation I
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)
PWY0-42: 2-methylcitrate cycle I
PWY0-781: aspartate superpathway
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage
PWY0-862: (5Z)-dodecenoate biosynthesis I
PWY1F-823: leucopelargonidin and leucocyanidin biosynthesis
PWY1G-0: mycothiol biosynthesis
PWY1ZNC-1: assimilatory sulfate reduction IV
PWY3O-4107: NAD salvage pathway V (PNC V cycle)
PWY490-3: nitrate reduction VI (assimilatory)
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)
PWY66-201: nicotine degradation IV
PWY66-367: ketogenesis
PWY66-388: ceramide degradation by &alpha;-oxidation
PWY66-389: phytol degradation
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)
PWY66-399: gluconeogenesis III
PWY66-409: superpathway of purine nucleotide salvage
PWY66-429: fatty acid biosynthesis initiation (mitochondria)
PWY66-430: myristate biosynthesis (mitochondria)
PWY6666-2: dopamine degradation
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I
REDCITCYC: TCA cycle VI (Helicobacter)
RHAMCAT-PWY: L-rhamnose degradation I
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)
RUMP-PWY: formaldehyde oxidation I
SALVADEHYPOX-PWY: adenosine nucleotides degradation II
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I
SO4ASSIM-PWY: assimilatory sulfate reduction I
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA
TCA: TCA cycle I (prokaryotic)
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)
THRESYN-PWY: superpathway of L-threonine biosynthesis
TRNA-CHARGING-PWY: tRNA charging
TYRFUMCAT-PWY: L-tyrosine degradation I
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I
URDEGR-PWY: superpathway of allantoin degradation in plants
VALSYN-PWY: L-valine biosynthesis
