feature,direction,phase_compared,C001,C002,C003,C004
1002691,up,during_vs_pre,20.685320831422015,23.716533155806488,20.773728981377403,19.04526672748723
1005039,up,during_vs_pre,20.517239529927537,26.782669516061958,8.931405859023783,25.06312208359314
1033,up,during_vs_pre,3.7044497456450127,27.455709392021614,6.624914315516083,22.85993311939706
104102,up,during_vs_pre,25.434055345738706,25.59567416440788,24.494025467530186,21.040504276881745
106590,down,during_vs_pre,-23.7940593667486,-26.747723048866835,-3.1362308367559883,-2.336511572141011
1071,up,during_vs_pre,23.565710759820238,26.892095062838486,4.565054715766245,1.5095750615098542
1078,up,during_vs_pre,22.04439391719955,24.791719189779037,2.873709743008537,21.543350841507472
1112214,up,during_vs_pre,22.363415150272644,26.599718027801448,24.720985601938008,22.432871948413045
1113,up,during_vs_pre,22.47399528180943,26.085005054691297,24.61830829230994,22.109599891242194
111527,down,during_vs_pre,-2.8103151466069023,-1.4934369510137593,-2.9678265556244137,-1.017456972629975
1116369,up,during_vs_pre,22.74703467065448,26.99977686406345,20.85225831862202,22.59137733916461
1144304,up,during_vs_pre,6.122387339480944,29.448710686323604,27.789720222583565,25.16781064466237
114615,up,during_vs_pre,26.450617442876126,27.894721925703042,2.8584700695315215,22.600120796639697
115808,up,during_vs_pre,25.90754515186607,28.162458966284557,26.284230836780328,23.364517098041304
1160718,down,during_vs_pre,-21.06290383628181,-24.14603913165992,-22.86645289268443,-22.616597841136258
1176177,up,during_vs_pre,22.03216145145836,25.138191027002573,24.756398524119554,21.50852618171334
1176539,up,during_vs_pre,22.68236368640143,25.949362931807237,24.335380820946117,2.6112796654985084
1183429,up,during_vs_pre,22.685743367202978,24.34443931953101,19.008530007994697,20.427215728191815
1184720,up,during_vs_pre,24.71831557599638,25.028963265902558,21.023945505955442,20.934431538758353
118882,up,during_vs_pre,25.64998233590055,26.567494340556337,4.8488326783210525,21.469994361542266
119060,down,during_vs_pre,-2.703083324393695,-5.672456592483581,-3.6312235647833067,-5.473386618044408
1203575,down,during_vs_pre,-5.305949686291263,-26.307141109668684,-1.3313598844551557,-1.124948077791252
1207504,down,during_vs_pre,-21.100538580263304,-26.821252479047658,-20.918223716147445,-21.68338384220346
1218169,down,during_vs_pre,-20.629569819330214,-4.438563136011242,-20.874134628110383,-2.744166739534711
1226301,down,during_vs_pre,-2.4876669175332897,-2.53108666249747,-23.04017211857417,-22.584359330351063
1230476,up,during_vs_pre,7.0312826705697855,5.168023662298547,6.264708534011183,3.8095969863625365
1245469,up,during_vs_pre,25.231789300365488,28.191762318653065,6.049400232535,23.338141312751446
1263045,down,during_vs_pre,-19.17327708896336,-27.460815994610815,-23.137735611814904,-23.826374397329833
1274631,up,during_vs_pre,21.634550410935496,25.227237941296536,1.529705395326937,21.674055223406416
1282362,up,during_vs_pre,21.194835459851294,25.798957250887554,25.332823591102986,21.89964100896434
1286631,down,during_vs_pre,-23.851819629302422,-3.6626433269321383,-24.078769856606236,-4.108743448204693
1287232,up,during_vs_pre,22.37073412229113,24.407165065178095,1.021915385036607,19.776005429170773
1287277,up,during_vs_pre,20.546790212205664,22.94982234298694,18.41363918133993,20.79426828533925
1287313,up,during_vs_pre,22.021341317547183,27.180759427521085,5.022927023020979,21.993936587578233
1287334,up,during_vs_pre,24.40959415169828,21.94500987616931,22.31138661375855,19.35822150195738
1296,up,during_vs_pre,4.277085650975988,1.378193647455457,1.2541406935280521,1.4779615637615124
1298862,up,during_vs_pre,28.48281408304433,30.426221521031998,28.810890498762483,26.629632138656035
1308,down,during_vs_pre,-4.204401847234072,-2.7092341366703883,-23.647185788408297,-3.9043920832305696
1325100,up,during_vs_pre,22.08665263039614,24.152657415633822,2.593368726324704,20.273171643732802
1325111,up,during_vs_pre,20.770009876263927,25.960442037143537,2.6701481899803157,21.228742712643488
1331261,up,during_vs_pre,21.723240445247857,23.10217114953537,19.267699790513987,19.67602050506952
13373,down,during_vs_pre,-1.2248849412752778,-2.679444721599415,-1.6241638407760093,-2.556203957001952
135614,up,during_vs_pre,23.707012817723296,27.224427838221374,2.639833204803091,1.6618810420166599
13689,up,during_vs_pre,22.61247168817019,24.750397996823743,21.87326422573022,19.419885057144686
1379159,up,during_vs_pre,22.848251949001682,26.773970636951262,23.335056195287937,20.63384874431716
1380391,up,during_vs_pre,22.541045551171088,25.964140114419223,5.196304667603313,22.359229987182964
1381597,up,during_vs_pre,29.05230781926379,29.785135926014902,28.149005703341523,25.532841708248657
1384459,up,during_vs_pre,20.402334301000472,26.68730720823218,24.001897181735746,21.117088782664567
1404649,up,during_vs_pre,20.620896075468867,25.10654179586725,22.323925533982898,19.567662128122276
1420591,up,during_vs_pre,22.12800656241232,26.399881173068213,24.705442349548917,22.319369839702212
1437443,down,during_vs_pre,-23.412905661790983,-23.656899815770092,-24.08279436119696,-20.83394636977453
1439726,up,during_vs_pre,6.036070264441106,27.53985836974359,2.550820428843717,2.958761127378246
1439852,down,during_vs_pre,-20.849733273721615,-26.147304502905605,-19.342326851939106,-21.01536893941025
1445034,up,during_vs_pre,24.176238258332095,27.049690783362973,25.501365927855748,22.790900950768634
1449049,up,during_vs_pre,20.845200314159843,26.36085529015186,23.599798765768146,22.856678971624817
1473586,up,during_vs_pre,24.917413735228035,26.26659102911648,3.1958884727400383,22.413342521749446
1473598,up,during_vs_pre,24.809278363870092,27.11937409044281,3.3045354732184498,22.381047274812023
1482074,up,during_vs_pre,21.584397392971667,26.210553641368055,24.535596275655973,21.07255946462345
1486262,up,during_vs_pre,22.280538914313695,26.05644986272467,24.452666950285792,20.825086651503465
1502763,down,during_vs_pre,-23.578184901181583,-28.5875366909841,-5.231081143237094,-22.83316648424512
1502775,up,during_vs_pre,22.086582963606308,26.184900825729695,24.646076248609454,19.528588771411403
1502850,up,during_vs_pre,21.70736203815115,27.429767258223475,25.38868366938499,23.60128639594564
1522002,down,during_vs_pre,-21.747465497686346,-21.877327058508403,-21.975000533620175,-2.5378123882867656
1522316,up,during_vs_pre,25.57851379139465,28.242893076316253,6.351238943254116,3.9359877481923373
1522761,down,during_vs_pre,-20.992533700991594,-26.877479700039522,-21.678636601437645,-3.0560843287379713
1538295,down,during_vs_pre,-24.285336126565888,-28.59880291338808,-28.330777181593263,-21.831422450366098
1543381,up,during_vs_pre,25.738895419994588,26.068503022950395,23.766017629386766,21.3136325687728
1543705,up,during_vs_pre,25.120024390829627,25.371444676350993,24.044572190231417,20.762432107340757
