feature,direction,phase_compared,pooled
RPS3A,down,post_vs_pre_pooled,-2.02622842962008
RPL37,down,post_vs_pre_pooled,-2.06822879579029
RPL23,down,post_vs_pre_pooled,-1.94963991159582
RPL9,down,post_vs_pre_pooled,-1.9170893800466
RPL21,down,post_vs_pre_pooled,-1.93825381684813
RPL18,down,post_vs_pre_pooled,-1.92625505690914
RPL26,down,post_vs_pre_pooled,-1.87539617218095
RPS3,down,post_vs_pre_pooled,-1.87478221584533
RPS4X,down,post_vs_pre_pooled,-1.86572624888709
RPL35A,down,post_vs_pre_pooled,-1.83461688010801
RPS15,down,post_vs_pre_pooled,-2.00378270290169
RPL23A,down,post_vs_pre_pooled,-1.81044217494427
TPT1,down,post_vs_pre_pooled,-1.93330515566634
RPS8,down,post_vs_pre_pooled,-1.90451457791665
RPS17,down,post_vs_pre_pooled,-1.76965777441842
RPS20,down,post_vs_pre_pooled,-1.81137415288001
RPS9,down,post_vs_pre_pooled,-1.80507734624348
RPL3,down,post_vs_pre_pooled,-1.81594176167827
FAU,down,post_vs_pre_pooled,-1.81234763585121
RPS24,down,post_vs_pre_pooled,-1.87778410734148
RPL17,down,post_vs_pre_pooled,-1.74399025004453
RPL15,down,post_vs_pre_pooled,-1.69151545789525
RPS7,down,post_vs_pre_pooled,-1.69495857717871
RPL32,down,post_vs_pre_pooled,-1.83726291264039
RPS25,down,post_vs_pre_pooled,-1.6953209822127
RPS21,down,post_vs_pre_pooled,-1.69805701389148
RPL39,down,post_vs_pre_pooled,-1.84421384940084
B2M,down,post_vs_pre_pooled,-1.66327672052759
RPSA,down,post_vs_pre_pooled,-1.5573783647107
RPL7A,down,post_vs_pre_pooled,-1.57995051904711
RPL6,down,post_vs_pre_pooled,-1.59204690476586
UBA52,down,post_vs_pre_pooled,-1.59762167179046
RPL24,down,post_vs_pre_pooled,-1.453157005199
RPLP0,down,post_vs_pre_pooled,-1.46961425168764
RPL29,down,post_vs_pre_pooled,-1.46378985967431
RPS26,down,post_vs_pre_pooled,-1.5307837256574
RPL12,down,post_vs_pre_pooled,-1.51098578077368
RPL5,down,post_vs_pre_pooled,-1.42895987551121
RPL7,down,post_vs_pre_pooled,-1.48778086457026
NACA,down,post_vs_pre_pooled,-1.38866835744117
RPL31,down,post_vs_pre_pooled,-1.40194761015723
RPL36A,down,post_vs_pre_pooled,-1.5613240790365
RPS5,down,post_vs_pre_pooled,-1.40227056302411
RPL36,down,post_vs_pre_pooled,-1.46860814227358
PFN1,down,post_vs_pre_pooled,-1.49684466265424
EEF1G,down,post_vs_pre_pooled,-1.37292584059689
RPL38,down,post_vs_pre_pooled,-1.34309733520788
RPL22,down,post_vs_pre_pooled,-1.30926346861901
RPL27,down,post_vs_pre_pooled,-1.33077758802448
RACK1,down,post_vs_pre_pooled,-1.29752839198767
RPL10A,down,post_vs_pre_pooled,-1.31750789099793
CYBA,down,post_vs_pre_pooled,-1.32824508558814
RPL35,down,post_vs_pre_pooled,-1.31796403588629
PTMA,down,post_vs_pre_pooled,-1.39230817025564
TMSB4X,down,post_vs_pre_pooled,-1.8595883670741
TMSB10,down,post_vs_pre_pooled,-1.65555228537695
HLA-B,down,post_vs_pre_pooled,-1.30547682207621
ACTB,down,post_vs_pre_pooled,-1.8314468889213
RPL14,down,post_vs_pre_pooled,-1.24004872405532
RPL8,down,post_vs_pre_pooled,-1.45810622117073
CFL1,down,post_vs_pre_pooled,-1.21672487067946
CD74,down,post_vs_pre_pooled,-1.27229784787371
EEF1B2,down,post_vs_pre_pooled,-1.10211629020973
EIF1,down,post_vs_pre_pooled,-1.09253739815619
RPL4,down,post_vs_pre_pooled,-1.05940655611936
TYROBP,down,post_vs_pre_pooled,-1.07262783447598
MYL6,down,post_vs_pre_pooled,-1.07704300219603
HLA-A,down,post_vs_pre_pooled,-1.21080877964792
HLA-C,down,post_vs_pre_pooled,-1.1460451557427
S100A6,down,post_vs_pre_pooled,-1.24547676877418
CST3,down,post_vs_pre_pooled,-1.60301715641452
MBNL1,up,post_vs_pre_pooled,1.02911330141849
S100A4,down,post_vs_pre_pooled,-1.24964834819175
FTH1,down,post_vs_pre_pooled,-1.01742531528033
HLA-DRA,down,post_vs_pre_pooled,-1.47675197396813
HLA-DPA1,down,post_vs_pre_pooled,-1.19111380176825
HDAC9,up,post_vs_pre_pooled,1.04558146846009
HLA-DPB1,down,post_vs_pre_pooled,-1.02013522532244
MTRNR2L12,up,post_vs_pre_pooled,2.40238120107587
RPL41,down,post_vs_pre_pooled,-1.73602211964512
PLCG2,up,post_vs_pre_pooled,1.87633363551816
B2M,down,post_vs_pre_pooled,-1.42358031625721
NKG7,down,post_vs_pre_pooled,-1.82034295977009
RPS27,down,post_vs_pre_pooled,-1.52926989577582
RPLP1,down,post_vs_pre_pooled,-1.60323781539936
TMSB4X,down,post_vs_pre_pooled,-1.49587007949853
RPL13A,down,post_vs_pre_pooled,-1.49280860953812
RPL13,down,post_vs_pre_pooled,-1.52429143280985
RPS14,down,post_vs_pre_pooled,-1.44445787997387
RPL28,down,post_vs_pre_pooled,-1.47769925474872
RPL10,down,post_vs_pre_pooled,-1.43614045847776
RPS18,down,post_vs_pre_pooled,-1.42310899726108
RPLP2,down,post_vs_pre_pooled,-1.38124245557069
HLA-C,down,post_vs_pre_pooled,-1.30333717950004
RPS29,down,post_vs_pre_pooled,-1.2919612032167
RPS27A,down,post_vs_pre_pooled,-1.33381049994136
RPL19,down,post_vs_pre_pooled,-1.32441461255344
RPS12,down,post_vs_pre_pooled,-1.31484430449373
RPS15,down,post_vs_pre_pooled,-1.28496169486371
HLA-B,down,post_vs_pre_pooled,-1.13068265244018
RPS11,down,post_vs_pre_pooled,-1.26516217016819
RPS16,down,post_vs_pre_pooled,-1.2725132221659
RPS28,down,post_vs_pre_pooled,-1.25844495404848
RPS15A,down,post_vs_pre_pooled,-1.23231611549532
RPL30,down,post_vs_pre_pooled,-1.2366499807266
RPS2,down,post_vs_pre_pooled,-1.30129683354398
RPS3,down,post_vs_pre_pooled,-1.2206025841203
FAU,down,post_vs_pre_pooled,-1.17362185119763
PFN1,down,post_vs_pre_pooled,-1.28084518502302
RPL37A,down,post_vs_pre_pooled,-1.19134870061663
RPS19,down,post_vs_pre_pooled,-1.18305992875504
EIF1,down,post_vs_pre_pooled,-1.15574754486705
RPL27A,down,post_vs_pre_pooled,-1.14633935542762
RPL34,down,post_vs_pre_pooled,-1.15305482149537
MBNL1,up,post_vs_pre_pooled,1.07709130626377
RPL39,down,post_vs_pre_pooled,-1.10352864608304
RPL18A,down,post_vs_pre_pooled,-1.13311151368383
HLA-A,down,post_vs_pre_pooled,-1.05649531991023
TMSB10,down,post_vs_pre_pooled,-1.10389179676685
RPL11,down,post_vs_pre_pooled,-1.07593702075097
RPL18,down,post_vs_pre_pooled,-1.07790671513915
RPL3,down,post_vs_pre_pooled,-1.07857621109249
RPL21,down,post_vs_pre_pooled,-1.06864082442559
RPS23,down,post_vs_pre_pooled,-1.061797994019
GNLY,down,post_vs_pre_pooled,-1.32893375997565
RPS24,down,post_vs_pre_pooled,-1.01309595248929
RPS20,down,post_vs_pre_pooled,-1.0115761256951
AC105402.3,up,post_vs_pre_pooled,1.91222320742834
PPBP,up,post_vs_pre_pooled,1.32372984344779
PF4,up,post_vs_pre_pooled,1.10743172539668
CAVIN2,up,post_vs_pre_pooled,1.05531414929748
NRGN,up,post_vs_pre_pooled,1.20514841420633
TUBB1,up,post_vs_pre_pooled,1.30675786889168
MTRNR2L12,up,post_vs_pre_pooled,2.45601327792449
PLCG2,up,post_vs_pre_pooled,1.40946152889083
RPL28,down,post_vs_pre_pooled,-1.38098383099511
RPL30,down,post_vs_pre_pooled,-1.29123455182962
RPL41,down,post_vs_pre_pooled,-1.45339215053667
RPL39,down,post_vs_pre_pooled,-1.32847303993322
RPLP2,down,post_vs_pre_pooled,-1.30281426284877
RPL19,down,post_vs_pre_pooled,-1.20740538289276
RPS11,down,post_vs_pre_pooled,-1.21368178666752
RPS12,down,post_vs_pre_pooled,-1.34912356851318
RPS27,down,post_vs_pre_pooled,-1.35370645179097
RPL26,down,post_vs_pre_pooled,-1.23517582933919
RPS29,down,post_vs_pre_pooled,-1.28498419281178
RPL32,down,post_vs_pre_pooled,-1.20695359982009
RPL10,down,post_vs_pre_pooled,-1.25686098065143
RPL13,down,post_vs_pre_pooled,-1.31115313435575
RPS15A,down,post_vs_pre_pooled,-1.20548058717323
RPS14,down,post_vs_pre_pooled,-1.20864949746046
RPS26,down,post_vs_pre_pooled,-1.14691384361486
RPL37,down,post_vs_pre_pooled,-1.07072165963651
RPL18A,down,post_vs_pre_pooled,-1.11486077766142
RPL27A,down,post_vs_pre_pooled,-1.05174984212413
RPS27A,down,post_vs_pre_pooled,-1.15956505047061
RPS20,down,post_vs_pre_pooled,-1.13520459151491
RPS19,down,post_vs_pre_pooled,-1.11026102286665
RPL18,down,post_vs_pre_pooled,-1.04830560627814
RPS23,down,post_vs_pre_pooled,-1.16173949625537
AC105402.3,up,post_vs_pre_pooled,2.6383347784723
RPL21,down,post_vs_pre_pooled,-1.05812297850634
RPS18,down,post_vs_pre_pooled,-1.1967630022482
RPS15,down,post_vs_pre_pooled,-1.0329861742998
RPS4X,down,post_vs_pre_pooled,-1.11406715181601
RPL11,down,post_vs_pre_pooled,-1.09884491896435
RPS3,down,post_vs_pre_pooled,-1.08668844932441
RPL37A,down,post_vs_pre_pooled,-1.09916368729948
RPS21,down,post_vs_pre_pooled,-1.04908139775343
RPL34,down,post_vs_pre_pooled,-1.10967150766479
RPL13A,down,post_vs_pre_pooled,-1.16448902369006
RPL17,down,post_vs_pre_pooled,-1.01177579449061
RPS13,down,post_vs_pre_pooled,-1.01437049613245
RPS28,down,post_vs_pre_pooled,-1.00136701906665
MBNL1,up,post_vs_pre_pooled,1.09655089506605
RPLP1,down,post_vs_pre_pooled,-1.08086010642609
RPL11,down,post_vs_pre_pooled,-1.61839028044425
RPS8,down,post_vs_pre_pooled,-1.29877377515658
DPYD,up,post_vs_pre_pooled,1.24766556724832
RPS27,down,post_vs_pre_pooled,-1.98825219036652
RPS7,down,post_vs_pre_pooled,-1.15012068671516
SLC8A1,up,post_vs_pre_pooled,1.43302594997141
RPS27A,down,post_vs_pre_pooled,-1.77648744406527
TMSB10,down,post_vs_pre_pooled,-1.06161630881021
RPL31,down,post_vs_pre_pooled,-1.04074275490241
RPL37A,down,post_vs_pre_pooled,-1.58402672227084
RPL32,down,post_vs_pre_pooled,-1.44634566666574
RPL15,down,post_vs_pre_pooled,-1.17342253105073
RPSA,down,post_vs_pre_pooled,-1.12156366577477
RPL14,down,post_vs_pre_pooled,-1.02411775694124
RPL29,down,post_vs_pre_pooled,-1.12125340925851
MTRNR2L12,up,post_vs_pre_pooled,2.45343635903128
RPL35A,down,post_vs_pre_pooled,-1.28818246526636
RPL9,down,post_vs_pre_pooled,-1.30563274931511
RPL34,down,post_vs_pre_pooled,-1.61825156802294
RPS3A,down,post_vs_pre_pooled,-1.29145916942914
MARCH1,up,post_vs_pre_pooled,1.02293476468457
RPL37,down,post_vs_pre_pooled,-1.39607984058603
RPS23,down,post_vs_pre_pooled,-1.51831898228062
VCAN,up,post_vs_pre_pooled,2.11761650044438
RPS14,down,post_vs_pre_pooled,-1.859955129643
HLA-A,down,post_vs_pre_pooled,-1.00319899621381
HLA-C,down,post_vs_pre_pooled,-1.20479571717229
HLA-B,down,post_vs_pre_pooled,-1.18404214010116
RPS18,down,post_vs_pre_pooled,-1.94294707031175
RPL10A,down,post_vs_pre_pooled,-1.08487921358255
EEF1A1,down,post_vs_pre_pooled,-1.47786498793161
RPS12,down,post_vs_pre_pooled,-1.92711316057605
RPS20,down,post_vs_pre_pooled,-1.38994650228694
RPL7,down,post_vs_pre_pooled,-1.02042623515888
RPL30,down,post_vs_pre_pooled,-1.77919575829049
RPL8,down,post_vs_pre_pooled,-1.06295754339992
RPS6,down,post_vs_pre_pooled,-1.35870077264824
RPL12,down,post_vs_pre_pooled,-1.06088725117266
RPL7A,down,post_vs_pre_pooled,-1.06520446134585
PLXDC2,up,post_vs_pre_pooled,1.37773630937779
LRMDA,up,post_vs_pre_pooled,1.20406816783961
RPS24,down,post_vs_pre_pooled,-1.15562969408779
RPLP2,down,post_vs_pre_pooled,-1.83037968485813
RPL27A,down,post_vs_pre_pooled,-1.54203497703295
RPS13,down,post_vs_pre_pooled,-1.28157348695408
FAU,down,post_vs_pre_pooled,-1.41445775197463
NEAT1,up,post_vs_pre_pooled,1.01218476051448
RPS3,down,post_vs_pre_pooled,-1.59547122726896
RPS25,down,post_vs_pre_pooled,-1.36144718981562
LRRK2,up,post_vs_pre_pooled,1.02824617125817
RPS26,down,post_vs_pre_pooled,-1.23782421133753
RPL41,down,post_vs_pre_pooled,-2.08668228099507
RPL21,down,post_vs_pre_pooled,-1.44168318958023
TPT1,down,post_vs_pre_pooled,-1.31691258261133
RPS29,down,post_vs_pre_pooled,-1.62444227707717
B2M,down,post_vs_pre_pooled,-1.54249612672504
RPLP1,down,post_vs_pre_pooled,-1.83132045146512
RPS17,down,post_vs_pre_pooled,-1.29897003258741
RPS2,down,post_vs_pre_pooled,-1.73889879305227
RPS15A,down,post_vs_pre_pooled,-1.58583421893301
PLCG2,up,post_vs_pre_pooled,2.07801102251048
RPL13,down,post_vs_pre_pooled,-1.98767118018786
RPL26,down,post_vs_pre_pooled,-1.2200746369664
RPL23A,down,post_vs_pre_pooled,-1.36247192953848
RPL23,down,post_vs_pre_pooled,-1.26433805756923
RPL19,down,post_vs_pre_pooled,-1.67428070056986
EIF1,down,post_vs_pre_pooled,-1.00281780545806
RPL17,down,post_vs_pre_pooled,-1.31247270654764
RPS15,down,post_vs_pre_pooled,-1.59937472297018
RPL36,down,post_vs_pre_pooled,-1.2038794451543
RPS28,down,post_vs_pre_pooled,-1.64443234140585
RPL18A,down,post_vs_pre_pooled,-1.58375178917779
UBA52,down,post_vs_pre_pooled,-1.07606230259384
RPS16,down,post_vs_pre_pooled,-1.71645338337698
RPS19,down,post_vs_pre_pooled,-1.64164781558974
RPL18,down,post_vs_pre_pooled,-1.49119234959127
RPL13A,down,post_vs_pre_pooled,-1.89266487947321
RPS11,down,post_vs_pre_pooled,-1.70512963934483
NKG7,down,post_vs_pre_pooled,-1.09424621081463
RPS9,down,post_vs_pre_pooled,-1.1387859778027
RPL28,down,post_vs_pre_pooled,-1.90307444209946
RPS5,down,post_vs_pre_pooled,-1.15196552553752
RPS21,down,post_vs_pre_pooled,-1.43036079257575
RPL3,down,post_vs_pre_pooled,-1.48869126213059
TMSB4X,down,post_vs_pre_pooled,-1.35279393271976
RPS4X,down,post_vs_pre_pooled,-1.38773703964737
RPL36A,down,post_vs_pre_pooled,-1.10649450527657
RPL39,down,post_vs_pre_pooled,-1.55527654238447
RPL10,down,post_vs_pre_pooled,-1.93642294587948
ZEB2,up,post_vs_pre_pooled,1.0879916899799
GNLY,down,post_vs_pre_pooled,-1.2993236515648
AC105402.3,up,post_vs_pre_pooled,1.63887858695834
