feature,direction,phase_compared,C001,C002,C003,C004
1271528,down,post_vs_pre,-1.0557864608211764,-22.55565435814542,-3.3813727715621136,-5.583437260048349
1396518,down,post_vs_pre,-1.5392689232843726,-20.891804445280126,-3.7976072110932027,-3.1251706604266
1852825,down,post_vs_pre,-23.924171741578622,-20.193542756694377,-2.1567353362855846,-6.406976800873811
1962118,down,post_vs_pre,-1.3151775394947243,-2.7299903858314303,-1.2986473538003067,-4.362577036042741
31943,down,post_vs_pre,-24.222991776505523,-20.83831560809048,-25.49989709374734,-26.492057427025237
320372,down,post_vs_pre,-1.2029986439389388,-23.954190672282756,-25.934485732030144,-5.060363021197471
765064,down,post_vs_pre,-24.832632776661118,-22.249651755840535,-2.360830998880288,-26.968010719305425
